Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Eruvin 3:5,Tosefta Eiruvin 3:1,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 4:2,Tosefta Shabbat 14:13,mesorat hashas,Mishnah Eruvin,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Eruvin 5:2,Tosefta Eiruvin 4:9,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 5:7,Tosefta Eiruvin 3:12,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 5:8,Tosefta Eiruvin 5:3,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 6:10,Tosefta Eiruvin 5:19,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 6:4,Tosefta Eiruvin 5:12,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 6:9,Tosefta Eiruvin 5:19,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:2,Tosefta Eiruvin 6:11,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:2,Tosefta Eiruvin 6:9,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:2,Tosefta Eiruvin 8:1,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:2,Tosefta Eiruvin 7:8,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:3,Tosefta Eiruvin 6:11,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:4,Tosefta Eiruvin 8:1,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:4,Tosefta Eiruvin 7:8,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:4,Tosefta Eiruvin 6:9,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:5,Tosefta Eiruvin 6:10,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:5,Tosefta Eiruvin 8:2,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 7:6,Tosefta Pesachim 7:4,mesorat hashas,Mishnah Eruvin,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Eruvin 8:10,Tosefta Eiruvin 6:13,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 8:6,Tosefta Shabbat 11:7,mesorat hashas,Mishnah Eruvin,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Eruvin 8:7,Tosefta Eiruvin 6:18,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 8:7,Tosefta Eiruvin 6:20,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 8:7,Tosefta Eiruvin 6:9-10,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 8:8,Tosefta Beitsah 4:8,mesorat hashas,Mishnah Eruvin,Tosefta Beitsah,Mishnah,Tanaitic
Mishnah Eruvin 8:8,Tosefta Eiruvin 6:20,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 8:8,Tosefta Eiruvin 6:9-10,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Eruvin 9:3,Tosefta Eiruvin 7:7,mesorat hashas,Mishnah Eruvin,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Gittin 1:1,Tosefta Yevamot 4:4,mesorat hashas,Mishnah Gittin,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Gittin 1:1,Tosefta Gittin 1:2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 1:3,Tosefta Gittin 1:1-2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 1:5,Tosefta Gittin 1:8-9,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 2:3,Tosefta Shabbat 12:6-7,mesorat hashas,Mishnah Gittin,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Gittin 2:3,Tosefta Gittin 2:6,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 2:6,Tosefta Sanhedrin 5:3,mesorat hashas,Mishnah Gittin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Gittin 2:7,Tosefta Gittin 2:8,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 3:2-3,Tosefta Gittin 2:11-12,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 3:4,Tosefta Gittin 2:13,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 3:7,Tosefta Gittin 3:2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 3:8,Tosefta Gittin 3:4,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 4:1,Tosefta Gittin 3:5,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 4:4,Tosefta Gittin 3:7,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 4:8,Tosefta Gittin 3:11,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 5:1,Tosefta Ketubot 12:5,mesorat hashas,Mishnah Gittin,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Gittin 5:4,Tosefta Bava Batra 8:3,mesorat hashas,Mishnah Gittin,Tosefta Bava Batra,Mishnah,Tanaitic
Mishnah Gittin 5:6,Tosefta Gittin 3:17,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 5:6,Tosefta Gittin 3:15,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:1,Tosefta Gittin 4:1,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:1,Tosefta Arakhin 4:3,mesorat hashas,Mishnah Gittin,Tosefta Arakhin,Mishnah,Tanaitic
Mishnah Gittin 6:2,Tosefta Gittin 4:2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:3,Tosefta Gittin 4:4,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:3,Tosefta Gittin 4:1,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:3,Tosefta Arakhin 4:3,mesorat hashas,Mishnah Gittin,Tosefta Arakhin,Mishnah,Tanaitic
Mishnah Gittin 6:6,Tosefta Gittin 4:5-6,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:6,Tosefta Gittin 4:5,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 6:7,Tosefta Gittin 4:5,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:1,Tosefta Ma'aser Sheni 5:6,mesorat hashas,Mishnah Gittin,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Gittin 7:1,Tosefta Gittin 5:1,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:2-3,Tosefta Gittin 5:1-2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:3,Tosefta Bava Kamma 9:2,mesorat hashas,Mishnah Gittin,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Gittin 7:3,Tosefta Gittin 5:3,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:3,Tosefta Gittin 5:2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:6,Tosefta Gittin 5:8,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 7:7,Tosefta Gittin 5:10,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 8:2,Tosefta Gittin 6:2,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 8:3,Tosefta Gittin 6:3,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 8:6,Tosefta Gittin 6:8,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 8:7,Tosefta Gittin 6:8,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Gittin 9:1,Tosefta Gittin 7:1,mesorat hashas,Mishnah Gittin,Tosefta Gittin,Mishnah,Tanaitic
Mishnah Horayot 1:1,Tosefta Horayot 1:1-2,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 1:3,Tosefta Horayot 1:5,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 1:5,Tosefta Horayot 1:6,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 2:3,Tosefta Horayot 1:6,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 2:4,Tosefta Horayot 1:7,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 2:5,Tosefta Horayot 1:8,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 3:4,Tosefta Megillah 1:14,mesorat hashas,Mishnah Horayot,Tosefta Megillah,Mishnah,Tanaitic
Mishnah Horayot 3:4,Tosefta Horayot 2:3,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 3:6,Tosefta Zevahim 10:1,mesorat hashas,Mishnah Horayot,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Horayot 3:6,Tosefta Horayot 2:3-4,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 3:6,Tosefta Horayot 2:4,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 3:7,Tosefta Horayot 2:6,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Horayot 3:8,Tosefta Horayot 2:9,mesorat hashas,Mishnah Horayot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Kelim 10:3,Tosefta Kelim Kamma 6:2,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 11:4,Tosefta Keilim Metsia 1:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 11:4,Tosefta Keilim Metsia 1:5,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 12:1-2,Tosefta Keilim Metsia 2:2-3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 13:2,Tosefta Keilim Metsia 3:5,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 13:2,Tosefta Keilim Metsia 3:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 13:7-8,Tosefta Keilim Metsia 3:8-9,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 14:1,Tosefta Keilim Metsia 4:1,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 14:7-8,Tosefta Keilim Metsia 4:6-7,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 15:1,Tosefta Keilim Metsia 5:1,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 15:3,Tosefta Keilim Metsia 5:3-4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 15:5-6,Tosefta Keilim Metsia 5:4-6,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 16:2-3,Tosefta Keilim Metsia 5:9,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 16:3,Tosefta Keilim Metsia 5:9,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 17:13,Tosefta Keilim Metsia 7:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 17:15,Tosefta Keilim Metsia 7:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 17:16,Tosefta Keilim Metsia 7:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 17:17,Tosefta Keilim Metsia 7:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 17:6,Tosefta Keilim Metsia 6:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 19:2,Tosefta Keilim Metsia 9:1,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 19:4,Tosefta Zavim 5:5,mesorat hashas,Mishnah Kelim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Kelim 19:4,Tosefta Tahorot 1:5,mesorat hashas,Mishnah Kelim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Kelim 19:4,Tosefta Tahorot 1:4,mesorat hashas,Mishnah Kelim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Kelim 19:6,Tosefta Keilim Metsia 9:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 1:5,Tosefta Zavim 1:1,mesorat hashas,Mishnah Kelim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Kelim 1:7,Tosefta Kelim Kamma 1:11,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 20:3,Tosefta Keilim Metsia 11:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 20:5,Tosefta Keilim Metsia 11:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 24:12-13,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:13-14,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:14,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:15,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:15-16,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:16-17,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:2,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:6-7,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:7,Tosefta Keilim Metsia 7:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Kelim 24:7-9,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:8-10,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:8-9,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 24:9-10,Tosefta Keilim Batra 2:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 25:5,Tosefta Keilim Batra 3:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 25:7-8,Tosefta Keilim Batra 3:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 25:8,Tosefta Keilim Batra 3:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 25:9,Tosefta Keilim Batra 6:5,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 25:9,Tosefta Keilim Batra 3:4,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 26:4,Tosefta Keilim Batra 4:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 26:5,Tosefta Keilim Batra 4:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 27:12,Tosefta Keilim Batra 6:1,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 27:12,Tosefta Keilim Batra 7:1,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 28:2,Tosefta Keilim Batra 6:3,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 28:6,Tosefta Zavim 5:5,mesorat hashas,Mishnah Kelim,Tosefta Zavim,Mishnah,Tanaitic
Mishnah Kelim 28:6,Tosefta Tahorot 1:5,mesorat hashas,Mishnah Kelim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Kelim 28:6,Tosefta Tahorot 1:4,mesorat hashas,Mishnah Kelim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Kelim 28:6,Tosefta Parah 8:5,mesorat hashas,Mishnah Kelim,Tosefta Parah,Mishnah,Tanaitic
Mishnah Kelim 29:1,Tosefta Keilim Batra 7:2,mesorat hashas,Mishnah Kelim,Tosefta Keilim Batra,Mishnah,Tanaitic
Mishnah Kelim 2:2,Tosefta Kelim Kamma 2:1,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 2:5,Tosefta Kelim Kamma 2:1,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 2:7,Tosefta Kelim Kamma 4:5,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 2:7,Tosefta Kelim Kamma 2:2,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 4:1,Tosefta Kelim Kamma 3:5,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 4:3,Tosefta Kelim Kamma 3:5,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 4:3-4,Tosefta Kelim Kamma 3:6,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 5:11,Tosefta Kelim Kamma 4:10,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 5:6,Tosefta Kelim Kamma 4:4,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 5:8,Tosefta Kelim Kamma 4:8,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 5:9,Tosefta Kelim Kamma 4:8,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 6:1,Tosefta Kelim Kamma 5:1,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 7:1,Tosefta Kelim Kamma 4:4,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 8:1,Tosefta Kelim Kamma 6:2,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 8:1,Tosefta Kelim Kamma 6:4,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 8:1,Tosefta Kelim Kamma 6:3,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 8:10,Tosefta Kelim Kamma 6:2,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 8:3,Tosefta Kelim Kamma 6:2,mesorat hashas,Mishnah Kelim,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Kelim 9:6,Tosefta Tahorot 3:1,mesorat hashas,Mishnah Kelim,Tosefta Tahorot,Mishnah,Tanaitic
Mishnah Keritot 1:3,Tosefta Niddah 4:2,mesorat hashas,Mishnah Keritot,Tosefta Niddah,Mishnah,Tanaitic
Mishnah Keritot 1:6,Tosefta Keritot 1:2,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 2:4,Tosefta Horayot 1:8,mesorat hashas,Mishnah Keritot,Tosefta Horayot,Mishnah,Tanaitic
Mishnah Keritot 2:4,Tosefta Keritot 1:9,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 2:4,Tosefta Keritot 1:8,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 2:6,Tosefta Keritot 1:10,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 3:1,Tosefta Keritot 2:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 3:6,Tosefta Ketubot 3:6,mesorat hashas,Mishnah Keritot,Tosefta Ketubot,Mishnah,Tanaitic
Mishnah Keritot 4:1,Tosefta Keritot 2:9,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 4:2,Tosefta Keritot 2:9,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 4:3,Tosefta Keritot 2:9,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:1,Tosefta Keritot 2:12,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:2,Tosefta Keritot 4:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:3,Tosefta Keritot 2:14,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:4,Tosefta Keritot 3:4,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:4,Tosefta Keritot 3:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:4,Tosefta Keritot 3:5,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:4,Tosefta Keritot 3:3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:5,Tosefta Keritot 3:3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:5,Tosefta Keritot 3:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:4,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:5,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:6,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:7,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6,Tosefta Keritot 3:3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6-7,Tosefta Keritot 3:5-6,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:6-7,Tosefta Keritot 3:2-3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:7,Tosefta Keritot 3:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:7,Tosefta Keritot 3:3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:7,Tosefta Keritot 3:6,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:8,Tosefta Keritot 3:7,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:8,Tosefta Keritot 3:3,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
Mishnah Keritot 5:8,Tosefta Keritot 3:1,mesorat hashas,Mishnah Keritot,Tosefta Keritot,Mishnah,Tanaitic
