Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2 
Mishnah Oholot 4:2,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 10:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 10:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 5:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 10:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 10:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:2,Tosefta Ohalot 5:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:3,Tosefta Ohalot 10:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:3,Tosefta Ohalot 5:6,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:3,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:3,Tosefta Ohalot 10:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 4:3,Tosefta Ohalot 5:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 5:1-2,Tosefta Ohalot 5:7-8,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 5:2,Tosefta Ohalot 5:8,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:1,Tosefta Ohalot 7:1,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:1,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:1,Tosefta Ohalot 13:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:1-2,Tosefta Ohalot 13:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:4,Tosefta Ohalot 7:6,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 6:7,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:1,Tosefta Ohalot 15:6,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:2,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:2,Tosefta Ohalot 8:1,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:2,Tosefta Ohalot 5:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:2,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:3,Tosefta Ohalot 8:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 7:6,Tosefta Yevamot 9:9,mesorat hashas,Mishnah Oholot,Tosefta Yevamot,Mishnah,Tanaitic
Mishnah Oholot 8:1,Tosefta Keilim Metsia 5:1,mesorat hashas,Mishnah Oholot,Tosefta Keilim Metsia,Mishnah,Tanaitic
Mishnah Oholot 9:10,Tosefta Ohalot 5:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:10,Tosefta Ohalot 10:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:10,Tosefta Ohalot 5:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:10,Tosefta Ohalot 10:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:10-11,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:12,Tosefta Ohalot 11:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:12,Tosefta Ohalot 11:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:12,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:12-13,Tosefta Ohalot 6:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:13,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:13,Tosefta Ohalot 5:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:13,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 11:2-3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 6:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 11:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 5:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 11:6-7,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:14,Tosefta Ohalot 6:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:15,Tosefta Ohalot 10:7,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:16,Tosefta Ohalot 10:8,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:3,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:4,Tosefta Ohalot 11:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:4,Tosefta Ohalot 6:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:4,Tosefta Ohalot 11:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:6,Tosefta Ohalot 11:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:6,Tosefta Ohalot 11:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:7,Tosefta Ohalot 13:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 10:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 5:2,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 10:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 5:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 10:4,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 10:5,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 5:3,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oholot 9:9,Tosefta Ohalot 7:11,mesorat hashas,Mishnah Oholot,Tosefta Ohalot,Mishnah,Tanaitic
Mishnah Oktzin 1:3,Tosefta Uktsin 1:3,mesorat hashas,Mishnah Oktzin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Oktzin 2:5,Tosefta Uktsin 2:3,mesorat hashas,Mishnah Oktzin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Oktzin 3:10,Tosefta Shevi'it 8:10,mesorat hashas,Mishnah Oktzin,Tosefta Shevi'it,Mishnah,Tanaitic
Mishnah Oktzin 3:7,Tosefta Ma'aser Sheni 1:14,mesorat hashas,Mishnah Oktzin,Tosefta Ma'aser Sheni,Mishnah,Tanaitic
Mishnah Oktzin 3:7,Tosefta Uktsin 3:6,mesorat hashas,Mishnah Oktzin,Tosefta Uktsin,Mishnah,Tanaitic
Mishnah Orlah 1:1,Tosefta Orlah 1:1,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:2,Tosefta Orlah 1:2,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:2,Tosefta Orlah 1:3,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:2,Tosefta Orlah 1:5,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:3,Tosefta Orlah 1:3,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:4,Tosefta Orlah 1:4,,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 1:9,Tosefta Orlah 1:5,mesorat hashas,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Orlah 2:11,Tosefta Terumot 8:9,mesorat hashas,Mishnah Orlah,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Orlah 2:13,Tosefta Terumot 8:11,mesorat hashas,Mishnah Orlah,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Orlah 2:14,Tosefta Terumot 8:9,mesorat hashas,Mishnah Orlah,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Orlah 3:8,Tosefta Terumot 5:12,mesorat hashas,Mishnah Orlah,Tosefta Terumot,Mishnah,Tanaitic
Mishnah Orlah 3:9,Tosefta Orlah 1:8,mesorat hashas,Mishnah Orlah,Tosefta Orlah,Mishnah,Tanaitic
Mishnah Parah 11:1-2,Tosefta Parah 11:1,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 11:3,Tosefta Parah 11:2,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 11:6,Tosefta Parah 11:3,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 11:7,Tosefta Parah 11:4,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 12:10,Tosefta Parah 12:8,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 12:2,Tosefta Parah 12:6,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 12:4,Tosefta Parah 12:6,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 12:7-8,Tosefta Parah 12:7,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 12:8,Tosefta Parah 12:7,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 1:2,Tosefta Parah 1:1,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 1:4,Tosefta Parah 1:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 2:1,Tosefta Menahot 9:1,mesorat hashas,Mishnah Parah,Tosefta Menahot,Mishnah,Tanaitic
Mishnah Parah 2:3,Tosefta Parah 2:1-2,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 2:5,Tosefta Parah 2:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 3:11,Tosefta Parah 3:8,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 3:2,Tosefta Parah 3:2,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 3:6,Tosefta Parah 3:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 3:7,Tosefta Parah 3:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 3:9,Tosefta Zevahim 6:3,mesorat hashas,Mishnah Parah,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Parah 4:4,Tosefta Parah 4:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 5:1,Tosefta Parah 5:1,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 5:4,Tosefta Parah 12:4-5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 5:4,Tosefta Parah 12:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 5:5,Tosefta Kelim Kamma 7:10,mesorat hashas,Mishnah Parah,Tosefta Kelim Kamma,Mishnah,Tanaitic
Mishnah Parah 5:7,Tosefta Yadayim 1:5,mesorat hashas,Mishnah Parah,Tosefta Yadayim,Mishnah,Tanaitic
Mishnah Parah 5:7,Tosefta Parah 5:6,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 5:9,Tosefta Parah 5:8,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 7:1,Tosefta Bava Kamma 7:8,mesorat hashas,Mishnah Parah,Tosefta Bava Kamma,Mishnah,Tanaitic
Mishnah Parah 7:3,Tosefta Parah 6:4,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 7:4,Tosefta Parah 6:4-5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 7:4,Tosefta Parah 6:5,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 7:5,Tosefta Parah 7:3,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 7:9,Tosefta Parah 7:6,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 8:1,Tosefta Parah 7:7,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 8:3,Tosefta Parah 7:9,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Parah 9:1,Tosefta Parah 9:2,mesorat hashas,Mishnah Parah,Tosefta Parah,Mishnah,Tanaitic
Mishnah Peah 1:3,Tosefta Peah 1:5,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 2:1,Tosefta Peah 1:10,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 3:3,Tosefta Peah 1:13,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 3:7,Tosefta Peah 1:15,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 3:8,Tosefta Peah 1:16,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 4:10,Tosefta Peah 2:15,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 4:3,Tosefta Peah 2:1,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 5:2,Tosefta Peah 3:16,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 6:5,Tosefta Peah 3:10,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 7:1,Tosefta Peah 3:14,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 7:2,Tosefta Peah 3:14,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 7:4,Tosefta Peah 3:16,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 7:8,Tosefta Peah 3:22,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Peah 8:7,Tosefta Peah 4:8,mesorat hashas,Mishnah Peah,Tosefta Peah,Mishnah,Tanaitic
Mishnah Pesachim 10:1,Tosefta Pesachim 10:1,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 10:2,Tosefta Berakhot 5:30,mesorat hashas,Mishnah Pesachim,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Pesachim 10:2,Tosefta Berakhot 5:25,mesorat hashas,Mishnah Pesachim,Tosefta Berakhot,Mishnah,Tanaitic
Mishnah Pesachim 10:3,Tosefta Pesachim 10:7,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 10:6,Tosefta Pesachim 10:9,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 10:6,Tosefta Pesachim 10:6,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 1:5,Tosefta Pesachim 1:5,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 1:7,Tosefta Pesachim 1:5,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 3:4,Tosefta Pesachim 3:8,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 3:7,Tosefta Pesachim 3:10,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 3:8,Tosefta Pesachim 3:10,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 4:1,Tosefta Pesachim 3:12,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 4:4,Tosefta Pesachim 3:11,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 4:5,Tosefta Pesachim 3:12,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 4:8,Tosefta Pesachim 3:15,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 5:7,Tosefta Pesachim 4:9,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 6:2,Tosefta Pesachim 5:1,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 6:4,Tosefta Pesachim 5:3,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 6:5,Tosefta Zevahim 7:5,mesorat hashas,Mishnah Pesachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Pesachim 6:6,Tosefta Pesachim 5:6,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 7:13,Tosefta Pesachim 6:9,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 7:4-5,Tosefta Zevahim 4:2,mesorat hashas,Mishnah Pesachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Pesachim 7:4-5,Tosefta Pesachim 6:4,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 7:5,Tosefta Zevahim 4:2,mesorat hashas,Mishnah Pesachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Pesachim 7:7,Tosefta Nazir 6:3,mesorat hashas,Mishnah Pesachim,Tosefta Nazir,Mishnah,Tanaitic
Mishnah Pesachim 7:7,Tosefta Pesachim 6:5,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 8:2,Tosefta Pesachim 7:4,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 8:8,Tosefta Pesachim 7:9,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 9:10,Tosefta Pesachim 9:1,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 9:11,Tosefta Pesachim 9:1,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 9:2,Tosefta Pesachim 8:1,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Pesachim 9:8,Tosefta Temurah 3:6,mesorat hashas,Mishnah Pesachim,Tosefta Temurah,Mishnah,Tanaitic
Mishnah Pesachim 9:8,Tosefta Zevahim 8:1,mesorat hashas,Mishnah Pesachim,Tosefta Zevahim,Mishnah,Tanaitic
Mishnah Pesachim 9:9,Tosefta Pesachim 7:4,mesorat hashas,Mishnah Pesachim,Tosefta Pesachim,Mishnah,Tanaitic
Mishnah Rosh Hashanah 2:5,Tosefta Shabbat 18:10,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Rosh Hashanah 2:5,Tosefta Eiruvin 3:8,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Rosh Hashanah 2:7,Tosefta Rosh HaShanah 1:16,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 2:7,Tosefta Rosh HaShanah 2:7,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 3:7,Tosefta Rosh HaShanah 2:5,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 3:7,Tosefta Rosh HaShanah 2:3,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:2,Tosefta Rosh HaShanah 2:6,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:4,Tosefta Eiruvin 4:1,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Eiruvin,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:6,Tosefta Rosh HaShanah 2:10,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:8,Tosefta Shabbat 18:17,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Shabbat,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:8,Tosefta Beitsah 4:3,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Beitsah,Mishnah,Tanaitic
Mishnah Rosh Hashanah 4:9,Tosefta Rosh HaShanah 2:12,mesorat hashas,Mishnah Rosh Hashanah,Tosefta Rosh HaShanah,Mishnah,Tanaitic
Mishnah Sanhedrin 10:2,Tosefta Sanhedrin 12:5,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 10:3,Tosefta Sanhedrin 13:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 10:3,Tosefta Sanhedrin 12:5,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 10:5,Tosefta Sanhedrin 14:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 10:6,Tosefta Sotah 10:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sotah,Mishnah,Tanaitic
Mishnah Sanhedrin 10:6,Tosefta Sanhedrin 14:2,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 11:2,Tosefta Chagigah 2:4,mesorat hashas,Mishnah Sanhedrin,Tosefta Chagigah,Mishnah,Tanaitic
Mishnah Sanhedrin 11:2,Tosefta Sanhedrin 7:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 11:4,Tosefta Sanhedrin 11:3,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 11:5,Tosefta Sanhedrin 14:4,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 1:4,Tosefta Sanhedrin 3:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 1:6,Tosefta Sanhedrin 3:4,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 2:1,Tosefta Sanhedrin 4:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 2:1,Tosefta Sanhedrin 4:1,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 2:2,Tosefta Sanhedrin 4:2,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
Mishnah Sanhedrin 2:4,Tosefta Sanhedrin 4:4,mesorat hashas,Mishnah Sanhedrin,Tosefta Sanhedrin,Mishnah,Tanaitic
